,user.id,create_at,text,Movie
445623,9.19E+17,11/26/17,My mom just told me my dad was tearing up at the end of Coco... if yall want a recommendation here it is bc my dad is emotionless.,Coco (2017)
444727,1522562906,11/22/17,"John Lasseter, no! #Pixar better not be impacted by your missteps.",Coco (2017)
442328,1937845285,11/23/17,Coco touched my heart. It's a must watch! =�,Coco (2017)
436155,2564295146,11/26/17,Coco is a good ass movie..,Coco (2017)
452881,283084448,11/23/17,Coco. All I can say is...made me ugly cry. On Thanksgiving. https://t.co/Zt3GMhto35,Coco (2017)
445906,473473345,11/28/17,"Talented, hard-working African American woman falls in love with former bad boy Prince and becomes a Princess... Disney literally already made a movie about the new #RoyalEngagement #MeghanMarkle https://t.co/k9bitQHo56",Coco (2017)
450282,7.79E+17,11/26/17,whats a pixar film without a couple years?,Coco (2017)
442652,10041062,11/27/17,"Had the extreme pleasure of seeing an early screening of #Coco at Disney awhile back, Ive been telling everyone & their mothers to go see it! And remember to bring tissues! ==-==-==L<�=L<�=L<� https://t.co/HUhPKl8rOD",Coco (2017)
454217,4051252634,11/27/17,@FreddyAmazin angry you havent tweeted how cute and sad coco the Disney movie is,Coco (2017)
443655,17612111,11/25/17,The latinx theater I went to was buzzing from excitement. The laughter was different than usual theater laughter. It was so good #Coco,Coco (2017)
453767,558790481,11/26/17,You know when you fidget around your seat during a movie to avoid crying? lol #CocoPixar,Coco (2017)
446324,35294963,11/26/17,Until next time Disneyland!!! #chloesfirstfamilyvacation #memories @& https://t.co/Jkh6Y3uSxB,Coco (2017)
456144,188591961,11/23/17,Happy Thanksgiving from our crazy family! #AmicksGoToDisney @ Disney's Animal Kingdom https://t.co/XWaP6pYdr7,Coco (2017)
455610,3097406103,11/28/17,- you my everything - em Disney's Animal Kingdom https://t.co/Jh4KzzWT6V,Coco (2017)
433641,64522728,11/22/17,<� #epcot #disneyland @ Epcot - Walt Disney World https://t.co/YmlVpsLNaW,Coco (2017)
458909,466051656,11/26/17,Bitch coco just made me cry my eyes out so beautiful =-,Coco (2017)
446584,89575337,11/27/17,Thank You for granting Evans Wish @RaysofSunshine @GKTWVillage @WaltDisneyWorld @GreatOrmondSt #spongebob #birthdayboy =�<� https://t.co/eH1j8VQEVP,Coco (2017)
456044,243038493,11/26/17,#CocoTheMovie was really good. @DisneyPixar is back on point! Too bad the #frozen short sucked so much.,Coco (2017)
443108,517173057,11/22/17,"El Mariachi Loco Quiere Bailar

#coco #mariachi #disney #disneycaliforniaadventure #pixar& https://t.co/bLvU7NuPl6",Coco (2017)
440955,7.80E+17,11/26/17,#PalmillaBeach pool is #nowplaying Sushi by #Cocoon #cubevenue,Coco (2017)
453725,4897799494,11/24/17,"If I remember correctly, @ParkWestGallery has exclusive rights to sell #DESTINO #artwork. Around $40K for complete package, only sold as a set:

<�6 framed cell sketches fr/ #SalvadorDali & #WaltDisney collaboration

<�Collector's book w/ built-in screen plays short film

#Disney https://t.co/bHKtrRw1RW",Coco (2017)
452857,120668564,11/23/17,"Interested in a #job in #CoconutCreek, FL? This could be a great fit: https://t.co/yRGnTJIDP2 #Healthcare #Hiring #CareerArc",Coco (2017)
446221,3001616707,11/22/17,Even on a cloudy day EPCOT is beautiful. < #epcot #disneyworld @ Epcot - Walt Disney World https://t.co/fXIFI1jaVe,Coco (2017)
446540,18320881,11/27/17,Banana & light coconut with some clove-like phenols. Hints of citrus. Creamy. Sweet up front with a dry finish. - Drinking a Weizenbock by @CamBrewingCo at @cambridgebrewer  https://t.co/ZAZwLhsp2v #photo,Coco (2017)
435043,437042648,11/25/17,Magical Moments!!#birthday2017<�<�<� #VCd #disneynerds @ Disney's Magic& https://t.co/2nKV1lJdLx,Coco (2017)
457434,117572237,11/28/17,"OMG we live in a time where, our President of the United States can call a woman, Pocahontas... this is because our children watched too much Disney but this is real life assholes Donald Trump is a joke!",Coco (2017)
439741,153466196,11/24/17,"Kremas,cocoquito, ponche cream wya wya wya",Coco (2017)
452907,295322940,11/24/17,Disneyland is fun until you pass by the smoking area.... I be holding my breathe for the longest =7,Coco (2017)
458561,31222326,11/27/17,Added a couple of cool #regalcinemas plastic movie tickets to the collection today. Coco was amazing! A fun family movie. Good times! #familytime #life #fun #Disney #Pixar #CocoPixar #collector #geek #nerd #JusticeLeagueMovie #superhero https://t.co/uKTl1NdSks,Coco (2017)
450141,8.35E+17,11/25/17,@CoconutGray ily =�,Coco (2017)
438270,611427462,11/22/17,Waiting for @pixarcoco to startd,Coco (2017)
452194,7.02E+17,11/26/17,@RBerreitter coconut records is happy music. Like looking back on salad days with a :-),Coco (2017)
445722,7.22E+17,11/27/17,"Wait, is it #Coco or #CocoTheMovie ? I'm new to these things",Coco (2017)
436488,1177105590,11/27/17,Coco was so beautiful I cried,Coco (2017)
443466,17736965,11/26/17,@quephird Yeah but Coco is sooooo good so it balances out =,Coco (2017)
448082,99402071,11/26/17,Y'all.... This movie. Go see it. =%=L<�=L<�=L<� @pixarcoco #CocoTheMovie https://t.co/tLjk9UoD6l,Coco (2017)
440058,31447743,11/25/17,"Take some Kleenex and be ready to find your spirit animal! LOVED @pixarcoco, well researched! #coco https://t.co/AgzgdnRP4S",Coco (2017)
445436,15989407,11/23/17,"Put the lime in the coconut. @enjoylacroix #mydrinktoday #mydrinkeryday @ Hays, Texas https://t.co/FgkcZKq8Jk",Coco (2017)
443333,2159096010,11/23/17,Im thankful for the Disney casting agent who decided this world deserves a Childish Gambino x Beyonc� cover of Can You Feel The Love Tonight,Coco (2017)
439568,1246732164,11/25/17,My big ass died over here ballin watching CoCo =�=�,Coco (2017)
439306,18146165,11/23/17,This pumpkin cupcake did not disappoint #cupcakes #sprinklescupcakes @ Sprinkles Disney Springs https://t.co/qJmtSOKjrE,Coco (2017)
451443,4286789073,11/23/17,@yoyoui @TomCruise friend terrorist @KarlLagerfeld dating prostitute employee Hitler Germany coco Gabriel @CHANEL https://t.co/segaxpJDqs,Coco (2017)
433681,7.44E+17,11/23/17,@VitaCocoUK bought two vita coco bottles but they tasted very odd. Had to dump them. Did you change the formulation?,Coco (2017)
456087,627212847,11/26/17,GO. SEE. COCO. IN. THEATERS!,Coco (2017)
450461,8.24E+17,11/26/17,Took the #family to see @pixarcoco today. Such a great #movie . The story and #animation are fantastic. We loved it! https://t.co/VclfWNMKly,Coco (2017)
444682,42490000,11/28/17,Acabou de publicar uma foto em Disney's Magic Kingdom https://t.co/Ruk2GSyou0,Coco (2017)
456510,163608629,11/25/17,Animal Kingdom holiday spirit. @ Disney's Animal Kingdom https://t.co/X1bkYFu6Bp,Coco (2017)
458325,16196392,11/24/17,That Olaf short before #CocoTheMovie was awful. Just awful. And too long. It felt like it was written by Disneys marketing department.,Coco (2017)
435590,3306736944,11/25/17,Who's down to go watch coco? = https://t.co/905xJxEKSl,Coco (2017)
434741,451469947,11/25/17,@stewy_art Then see Coco again with me,Coco (2017)
436135,381035245,11/26/17,It was my moms first time at the movies d @DisneyStudios @pixarcoco https://t.co/1l2wB0Fs6x,Coco (2017)
442016,1393177182,11/22/17,"When and if I move back to New York, Im working at the Disney Store",Coco (2017)
453498,1702919425,11/23/17,Coco made me cry =-= ... such a good movie,Coco (2017)
446632,195579719,11/23/17,Happy Thanksgiving from Disneys Saratoga Springs! #derbydash #willgetupearlyforbling #disney& https://t.co/1RP2v0koCN,Coco (2017)
449735,793227,11/26/17,@dafeinberg #coco d,Coco (2017)
435258,14495807,11/25/17,We absolutely loved Coco! Such a great movie! It had me in tears& https://t.co/tfW7iHcVzK,Coco (2017)
458407,269592993,11/25/17,Another gem by Disney https://t.co/veRQ4YqPcS,Coco (2017)
455489,4886545902,11/28/17,"WRONG , if vince took me to disneyland as a first date ... ima let him suck my tiddies on a ride and any where else he wants too <<< https://t.co/mxT9F9F8Rn",Coco (2017)
449529,236526988,11/24/17,Is it just me or do @DisneyMoana and @WonderWomanFilm basically have the same plot? >>> https://t.co/bxngdEVrqf,Coco (2017)
450378,71957610,11/28/17,"Can you recommend anyone for this #job in #CocoaBeach, FL? https://t.co/zqabV308Dv #CustomerService #Hiring #CareerArc",Coco (2017)
450441,7.94E+17,11/26/17,Sitting down for Coco. I honestly am getting pretty excited. I'm in the mood for a good story,Coco (2017)
439195,626171349,11/24/17,Disney on ice with the fam... https://t.co/o6UUUhfJSJ,Coco (2017)
437369,1002963584,11/28/17,I wanna go see Coco,Coco (2017)
442996,36154944,11/25/17,Drinking a Coconut Hiwa Porter by @MauiBrewingCo @ Wayne's World  https://t.co/OSyHgCsQMI,Coco (2017)
452954,173349947,11/24/17,"We're #hiring! Click to apply: Yard Team Member - https://t.co/PdBmSiO7pl #FacilitiesMgmt #Cocoa, FL #Job #Jobs #CareerArc",Coco (2017)
454472,19122643,11/26/17,"Likely not Jans intent here but were still pretty far from push-button cloth, hair, muscle, or skin simulation. It took about 30 full-time technical artists to focus on just cloth and hair sims on #Coco for ~6+ months. And these are feature-tested assets. https://t.co/pb1aPYtBlF",Coco (2017)
455986,55409167,11/23/17,It's beginning to look alot like <�<�! #mainstreetusa #disneyland @& https://t.co/IQUdNERCoi,Coco (2017)
455376,14054735,11/24/17,"#cocoa =y=�=z=� =�=� (@ Regal Cinemas Transit Center 18 & IMAX - @regalmovies for Coco in Lancaster, NY) https://t.co/ThSjtZGx2Y",Coco (2017)
445497,114924836,11/24/17,"Coco was such a cute movie, I couldnt stop crying!=-=�",Coco (2017)
457926,46495205,11/23/17,"Its worth seeing pixarcoco twice within a 24-hour span, especially seeing Buddy all happy. e& https://t.co/h3RU7W3nBD",Coco (2017)
443378,14424667,11/24/17,"Seriously, go see #PixarCoco!! So freakin good!! https://t.co/hwHg6MvDg2",Coco (2017)
454379,2445968168,11/28/17,Someone take me to go watch Coco=-,Coco (2017)
454979,37752912,11/22/17,"My sisters are going to watch @pixarcoco tomorrow, without me =",Coco (2017)
457338,545759488,11/23/17,Cocoa nut https://t.co/wUMdkqbYS9,Coco (2017)
433789,22061192,11/22/17,"Finally, the recognition I deserve at Disneyland! = https://t.co/JZK3xvT6SH",Coco (2017)
459357,65442958,11/28/17,"partnered with zicococonut to share my favorite motivational quote with u guys: ""so much of who& https://t.co/UwrlVvoxuU",Coco (2017)
453486,403481070,11/23/17,@USArmy @BritishArmy @CNN @WheelofFortune @BloombergRadio @NBCNews @wbpictures @DisneyStudios @WGCI @HOT97 @V103 @TMZ @HarveyLevinTMZ @etnow @instagram @eBay @amazon @accesshollywood @ABC @ABC7Chicago @Chicago_Police @NYPDnews @usairforce @USMC @USNavy @RoyalFamily @RoyalNavy @RoyalAirForce @jack @finkd @PriscillaChanZ @om3 @pchdotcom @business @FBI @CIA @bbb_us @DeborahJHolland @M_E_Power @MarilynMilian @PUMA @PerryEllis @HotBenchTV @BarackObama @MichelleObama @JoeBiden @DrJillStein @PCHDanielle Cuz that means they can treat their customers & business partners any way they want & they don't have fix that. Where they really have 2 fix errors in their business.,Coco (2017)
444932,4477822873,11/22/17,not my baby coco =-=- https://t.co/rERSN8c7Bi,Coco (2017)
445632,31807768,11/26/17,"Movie afternoon out with three kids to watch #MurderOnTheOrientExpress, while @paulgallagher sees @pixarcoco with our other three. Lunch @ #MaiDragon in Hanover before movie. @MOTOEmovie https://t.co/PrVPpanZxr",Coco (2017)
458289,151726378,11/24/17,#Coco https://t.co/HUggjVR8Op,Coco (2017)
446588,36365247,11/27/17,"There's more talented guys, but you won't find a tougher duo than Carter and Miles at WVU. Like chewing on a bucket of nails playing those dudes. Mountaineers win at Disney.",Coco (2017)
446422,21543009,11/23/17,"Question, did @SheaSerrano cry at any point during #Coco ?",Coco (2017)
439775,388420675,11/24/17,Un poquito del D�a 1 de mis hormiguitas viajeras <� en Disney's& https://t.co/1YhUMzgwzT,Coco (2017)
448846,7.69E+17,11/24/17,Coco done made me cry.,Coco (2017)
446423,1149085562,11/23/17,No Clout From Coco,Coco (2017)
445979,2657544186,11/28/17,@EricTrump A Disney film about a Native American hero or Trump using as a slur to insult a woman..... I might be wrong but Im pretty sure those are 2 very different #stupidity,Coco (2017)
452901,7.25E+17,11/24/17,@JayzTwoCents @coconutmnky Agreed 100%,Coco (2017)
445814,961036050,11/25/17,Fr coco had me crying =�=�,Coco (2017)
452858,118115338,11/23/17,"We're #hiring! Click to apply: Fields Services Technician - https://t.co/06qTFBaTcS #technician #CocoaBeach, FL #Job #Jobs #CareerArc",Coco (2017)
458435,16125630,11/26/17,A gorgeous Sunday morning for Extra Magic Hours at Hollywood Studios in Walt Disney World.& https://t.co/th88GiL0v4,Coco (2017)
457417,1254367694,11/23/17,#tigger is #bae #winniethepooh #disney #disneynerd #thewonderfulthingabouttiggers& https://t.co/I4lZghu37m,Coco (2017)
444594,8.15E+17,11/22/17,"While waiting for my family to finish a game, took a quick sec from my Disney day to order some @luvoinc meals via their website. Now Ill have healthy meals waiting for me when I get home! So quick and easy! #luvofood #bibchat https://t.co/8ympne97Fu",Coco (2017)
456696,147243328,11/26/17,@xoCocoRi You have nice eyebrows ma,Coco (2017)
448867,961976059,11/24/17,@DisneyPixar does it again! @pixarcoco was great! #coco,Coco (2017)
445207,48742714,11/23/17,<�#xmas #magickingdom em Walt Disney's Magic Kingdom https://t.co/ZgJ0F3HKfi,Coco (2017)
443876,2287560457,11/26/17,"Dig these darker jerseys, disney logo is a bit tacky tho https://t.co/5ahIGkSOfm",Coco (2017)
458596,305150655,11/27/17,"Lost, cocoa butter kisses, push a man https://t.co/x5wQSxnfWq",Coco (2017)
440952,273257081,11/26/17,"New from #cocourth charcoal big cubes 
https://t.co/n9AmJVavKE @ https://t.co/CSoyCoSysT https://t.co/HcsmXgzuhX",Coco (2017)
456035,2753609167,11/26/17,@CocoaMoonbeam peep the mentions,Coco (2017)
433700,8.19E+17,11/23/17,"Whos ready for Thanksgiving?! (
#Disneyland #DisneylandHolidays #HolidaysBeginHere https://t.co/QdmT0ar14r",Coco (2017)
444912,55669648,11/24/17,"#mickeysverymerrychristmasparty waltdisneyworld 
If you have never& https://t.co/6atQADtP1g",Coco (2017)
454098,267518641,11/25/17,Fun time at #MagicKingdom Tonight. I love #waltdisneyworld https://t.co/5bLt6S9xXT,Coco (2017)
439556,,11/25/17,"Cartoon Network brought back Powerpuff Girls and made it different.... =
Disney brought back DuckTales and made it different... =
Nickelodeon's bringing back Hey Arnold and Rocko's Modern Life and they're NOT CHANGING A THING. =
THIS is how you beat a dead horse back to life.",Coco (2017)
434760,228984109,11/25/17,Anyone work at Disneyland who doesnt have the 30th of this month blocked and wants some extra mula cause me and my friends want to go==-,Coco (2017)
438314,1918341090,11/23/17,"i, a 20 year old, went to see the new disney movie Coco on its premier night but let me tell you i was not disappointed",Coco (2017)
448140,2373261798,11/28/17,Disneyland for my 21st??,Coco (2017)
439753,153798678,11/24/17,The #Frozen short film before #Coco� was torturous. Equivalent to watching Benjamin Button in reverse slow motion with German-Japanese hybrid subtitles. #Disney,Coco (2017)
436828,585441892,11/27/17,Coco was such an amazing movie!!! I was bawling like a baby d=-=�,Coco (2017)
434597,585086524,11/24/17,@pixarcoco esnse�a lo que es importante en la familia - @bbratt #Coco @ElGordoyLaFlaca,Coco (2017)
447723,422084538,11/25/17,can someone take me to see coco =,Coco (2017)
443902,2789822328,11/26/17,Isolated Savage @foxliquorbar #blendedscotchlaphroigcoconutcreampineapplecampari @ Fox Liquor Bar https://t.co/AM3VOemlxB,Coco (2017)
448079,1167513715,11/26/17,"Coco is such a good movie, it dipicts D�a de Los Muertos so beautifully and it showed the Mexican culture without using vicious stereotypes. Such and important movie, thank you @DisneyStudios.",Coco (2017)
435058,129105580,11/25/17,#CoCo was so so good and sweet! #DiaLosMuertos #Mexico #pixar https://t.co/YavCWbYeUU,Coco (2017)
458069,1437152858,11/23/17,"Coco is an amazing movie, I recommend to anyone who wants to cry for 24 hrs after",Coco (2017)
454510,553767964,11/26/17,"Cocos first night out!! =6 @ Tampa, Florida https://t.co/mU6LyuIUCX",Coco (2017)
438254,883368710,11/22/17,"I'm at AMC Tysons Corner 16 - @amctheatres for Coco 3D in McLean, VA https://t.co/TmfwFxCTHu",Coco (2017)
443445,547200458,11/25/17,"#LoveMyFamily #MateoWasHere (@ Stone Brewing World Bistro & Gardens - @stonebrewingco for Coco in Escondido, CA) https://t.co/vSbXzwHiR7",Coco (2017)
439528,1436506658,11/24/17,"I'm at Disney Springs Christmas Tree Trail in Lake Buena Vista, FL https://t.co/ZNvoWayeBk",Coco (2017)
436199,437042648,11/26/17,Breakfast of Champions Mickey Style!! LMAO #disneynerds& https://t.co/RBtMTffK40,Coco (2017)
449248,817548240,11/25/17,@Darkcoco14 I mean its the nature of the rivalry,Coco (2017)
451902,50914341,11/25/17,Movie <�< Night with #MiaDhani and #DevenAlexander #Coco #3D @& https://t.co/BWZnA6Rzl5,Coco (2017)
452387,7.91E+17,11/28/17,disney day w/ the birthday boy =-<� https://t.co/z4hygUyAaG,Coco (2017)
451647,450980187,11/23/17,Paynes Thanksgiving Day 2017 @WaltDisneyWorld #ThanksgivingDay https://t.co/ZdkJCaXO2h,Coco (2017)
444612,633463991,11/22/17,"Sweet potato pie, collard greens, yams, pecan pie, and coconut cake https://t.co/W57sUGcpg5",Coco (2017)
448349,2842732290,11/26/17,"although Coco is cute, The Book of Life is better.",Coco (2017)
441358,279214644,11/26/17,Disney Springs #Orlando #Florida #USA #Travel #Vacations #Thanksgiving2017 #Family #Fun #Love& https://t.co/oCar0xuGL1,Coco (2017)
459406,30796003,11/28/17,"I just feel like @BenSPLATT & I would be friends. I imagine wed discuss Disney compositions, Hogwarts houses & how frequently we both tried staging the Im melting scene in Wizard of Oz",Coco (2017)
449328,789286,11/26/17,"@LisaStoj Theres no A in DISNEYLND, by the way. Its a new thing",Coco (2017)
457074,106534994,11/27/17,"I don't claim to be a singer, but #Coco was such a heart warming film I just had to learn this& https://t.co/bKoXmfSJYq",Coco (2017)
457812,268635817,11/25/17,CoCo is my new favorite movie!!! Go see it!!!! =-d,Coco (2017)
446250,112118816,11/26/17,"I'm at ������� - @waltdisneyworld in Lake Buena Vista, FL https://t.co/Oy7YTqiPG4",Coco (2017)
443575,26113249,11/24/17,Hear ye hear ye! Let it be known that I am most jealous of @thedayofsteve because he is currently enjoying Disney World and Im stuck at home on my couch.,Coco (2017)
451991,35433787,11/25/17,My lifed #myboys #reynenjames #disneyland @ Disneyland https://t.co/oyFWmAVuOq,Coco (2017)
441690,2761207465,11/28/17,Beautiful day at #WaltDisneyWorld... @ Disney's Hollywood Studios https://t.co/zaLOTVWh9m,Coco (2017)
450668,7.94E+17,11/27/17,I hope Disney doesnt ruin Sabrina Carpenter.,Coco (2017)
442770,1497270085,11/24/17,Happy thanksgiving!!! @ Disney's Fort Wilderness Resort & Campground https://t.co/KfT9T3QJBn,Coco (2017)
449874,1092451116,11/25/17,";��WDgYT��jUD
6ǣ���hK�FWjDhcf_�yn�_aK�n��L�Kc_m
g�]��
k}WYNfW�iKc_d
���،f�O�chD& Disneylandhttps://www.instagram.com/p/Bb58X_7BfHY/",Coco (2017)
447352,28749300,11/23/17,"Just saw @pixarcoco w/ the sobrinos, it gets 14 thumbs up from our #familia this #Thanksgiving!",Coco (2017)
445334,52469628,11/25/17,@deIreyperry eu acho q vou pro ano novo na disney!!!!,Coco (2017)
453624,482674657,11/26/17,#CocoTheMovie had me crying in the theater 10/10 would recommend,Coco (2017)
457626,3040918093,11/24/17,Went to watch coco yesterday with my girlfriend and it was the best damn movie,Coco (2017)
455792,2570560126,11/22/17,@Coco_Wms @Rosie @keriRN @co_rapunzel4 @RealDebbieLynn @18TruckaMan @GetWisdomDude @ChiHamilton5 @chirprn @russboot @TarynStanford https://t.co/Hhx6gHSPQm,Coco (2017)
458829,39997164,11/28/17,"Went to see #Coco last Friday, today and work everyone self is exclaiming how much they loved it... sand the Frozen short!!!! Why the heck was it 21 mins long!?!? #Coco #Frozen",Coco (2017)
443834,22972920,11/25/17,YTD}WD! #ikumen #ikumen4aerina #����� #���� #�Ы #�Ы� #DisneyOnIce https://t.co/alpFMFz0gp,Coco (2017)
444653,1258025514,11/28/17,#epcot day2 with Mike & BJ= @ Epcot - Walt Disney World https://t.co/Y784xcvJIS,Coco (2017)
449652,2802693445,11/24/17,#pixarcoco made me cry today. Everyone. Needs. To. See. It.,Coco (2017)
446085,285415383,11/25/17,"Thought I made it through a @DisneyPixar movie without crying, then @pixarcoco the last 5 mins was like NOPE =-=O<�",Coco (2017)
450983,8.36E+17,11/28/17,I really want to go watch Coco,Coco (2017)
450399,824451793,11/22/17,Now this one really gets me. This is someone who I have come to really respect as a lover of film and Disney. It's really sad that that respect has vanished https://t.co/I9u0cL4iTp,Coco (2017)
451415,22036335,11/25/17,"Want to work in #Cocoa, FL? View our latest opening: https://t.co/XSpQjrTcy0 #Banking #Job #Jobs #Hiring #CareerArc",Coco (2017)
455418,4872564184,11/24/17,Disney Tomorrow =,Coco (2017)
453029,1849049299,11/25/17,Just finished watching #PixarCoco it was so colorful! I loved it! >�,Coco (2017)
452876,561785333,11/23/17,If you havent seen Coco you have to go see it. Its an amazing movie. I cried.,Coco (2017)
435229,1513627776,11/25/17,Your One Stop Shop for all Disney collectibles=�=�=� #BlackFriday #FlashbackFriday https://t.co/1gmcXCyrkP,Coco (2017)
453411,1669015819,11/22/17,COCO tonight with my little love bug .,Coco (2017)
443188,585343577,11/23/17,If I dont hit up Disneyland this winter break then its a failure.,Coco (2017)
456564,346596228,11/27/17,g2g to Disney World bye https://t.co/UgmnDviqWc,Coco (2017)
434592,7.64E+17,11/24/17,TONIGHT!!! Get to @maryslongbeach for #thedreamgirlsrevue Disney tribute night with performances& https://t.co/g88la1pNOA,Coco (2017)
453521,32354020,11/23/17,"I'm at Biergarten Restaurant - @waltdisneyworld in Lake Buena Vista, FL https://t.co/s64lgsymVD",Coco (2017)
439219,37231623,11/24/17,Just posted a photo @ Epcot - Walt Disney World https://t.co/ueZunaonqn,Coco (2017)
440219,261463499,11/25/17,@DGiveEmTheByrd @MrCrohns Lion King really aint it b. Whole shit is just Hamlet in a Disney movie. Mad =�=�,Coco (2017)
458992,177440271,11/26/17,Within the last 3 days i have drank 9 coconut waters. I am so addicted.,Coco (2017)
453973,1114411748,11/24/17,Anyone I know going to be at Disneyland any time soon?,Coco (2017)
446908,2768067819,11/25/17,@t_paulz @Gigglesandkix @Jadaa_denise @DJCharlieBlac @cocoabutterbf @Burrrt_Cobain We got you sis some of yall cool af,Coco (2017)
440725,570884694,11/26/17,Looks like a postcard #Crandonpark #keybiscayne #beach #palms #coconuts #bluesky #amazing& https://t.co/ASrt6d6Mtc,Coco (2017)
451822,298479216,11/26/17,Coco is feeling much better. Now for the leg to be checked out. Ty all so much again for all your donations to help him. You all rock and your kindness is really wonderful. Thank you again. Xoxo https://t.co/TChwBfvTtz,Coco (2017)
454470,8.42E+17,11/26/17,Whos down to see Coco tomorrow?,Coco (2017)
447939,21412421,11/27/17,So this weekend i saw two movies & both were so amazing. Everyone please go watch Coco & Wonder. Both have great messages! =L<�d,Coco (2017)
456348,259619395,11/26/17,Headed out to watch Coco with Troy and his cousins and it's one of the Best Animated Movies I've seen in a while,Coco (2017)
458208,2381660792,11/26/17,Our opus are #wmd. Mo'olelo time next. #chee @ Disney Aulani https://t.co/JNlXwGp1i9,Coco (2017)
422522,20605769,6/26/17,My head hurts. #TransformersTheLastKnight,Transformers: The Last Knight (2017)
421861,2600248470,6/26/17,the people who make the Transformers really needa let it go=-,Transformers: The Last Knight (2017)
420740,165544104,6/23/17,Transformers was good or nah?,Transformers: The Last Knight (2017)
423502,14986716,6/25/17,"Critics, be damned! #Transformers will be awesome. (@ Megaplex 20 for Transformers: The L...) https://t.co/GyKmKfSABX https://t.co/Rc3jeaQvTL",Transformers: The Last Knight (2017)
422782,168178808,6/22/17,The aspect ratio switch up in the last knight is ridiculous.,Transformers: The Last Knight (2017)
421852,406099543,6/26/17,Transformers with the fam d,Transformers: The Last Knight (2017)
422693,534671648,6/23/17,Why not go see transformers https://t.co/LVc7DvhY6H,Transformers: The Last Knight (2017)
422738,724088976,6/25/17,Michael Bey..... #TransformersTheLastKnight https://t.co/kQqJwwXjH8,Transformers: The Last Knight (2017)
423002,1069027322,6/25/17,Transformer films have become @michaelbay playing in his sandbox at this point. #Transformers #TransformersTheLastKnight,Transformers: The Last Knight (2017)
422547,312077622,6/22/17,@FanSince09 Coached by Mark Wahlberg,Transformers: The Last Knight (2017)
421848,3309782239,6/25/17,@notnoahneal They didn't want it to end up like the transformers franchise..,Transformers: The Last Knight (2017)
422194,2901146386,6/23/17,"@AKvltGentleman Brother, can we talk about the last knight. Speaking as James Franklin Grabowski, not jumpin jim.",Transformers: The Last Knight (2017)
421237,73142398,6/24/17,What I know about God! #believe #love #joy #forgiveness #good #hope #peace # transformers Academy https://t.co/rx5MCbtPLG,Transformers: The Last Knight (2017)
423200,2355586524,6/22/17,who wants to go see the new transformers with me,Transformers: The Last Knight (2017)
422529,923166348,6/26/17,Why does Michael Bay always have to put a cheesy love story in his movies#Transformers,Transformers: The Last Knight (2017)
420656,84887354,6/23/17,It's Transformers people why do you want The Godfather it's a fun silly movie turn your brain off and have fun.,Transformers: The Last Knight (2017)
423192,1865609466,6/22/17,@EssexCinemas10 here for #TransformersTheLastKnight ! Love you guys for releasing new movies b4 everyone else! dd,Transformers: The Last Knight (2017)
422311,2514047113,6/25/17,"I'm at Transformers: The Ride - 3D - @unistudios in Universal City, CA https://t.co/CqZ3Dpp0IW",Transformers: The Last Knight (2017)
422970,764234526,6/24/17,@thomavella @BadMouse101 I downloaded it from the Pirate Bay. It was under the title Transformers 5,Transformers: The Last Knight (2017)
420876,3300422175,6/23/17,Went to see transformers today and came home to watch them all over again!!,Transformers: The Last Knight (2017)
422911,1083592106,6/23/17,"I hope this isn't the last Transformers movie! I love this movie franchise. d=�=@{<�<�=�
#TransformersTheLastKnight 
#Transformers https://t.co/KKOaCv8qXk",Transformers: The Last Knight (2017)
422173,1331981185,6/23/17,I'm one of transformers biggest fan and I haven't even seen it ...,Transformers: The Last Knight (2017)
421203,718868828,6/25/17,"Watching Transformers with Bae=
",Transformers: The Last Knight (2017)
422967,76184631,6/24/17,"I'm at Hoyts Cinemas 14 for Transformers: The Last Knight in Linthicum Heights, MD https://t.co/VEnDoyFpvS",Transformers: The Last Knight (2017)
422615,147705932,6/24/17,Draw your zords and get ready for Transformers: The Last Knight. Review tweet after the film. #STMM,Transformers: The Last Knight (2017)
422920,174884608,6/23/17,"Alright @GooglePlay, tell me if Im Autobot or Decepticon. #TransformersMe
https://t.co/xsTdaixHJm",Transformers: The Last Knight (2017)
420524,24387971,6/22/17,LIKE CUBA IS LITERALLY HARBORING TRANSFORMERS AS POLITICAL REFUGEES AS HEROES MAKE PLANS IN FRONT OF A CHE GUEVARA MURAL,Transformers: The Last Knight (2017)
421831,454649641,6/23/17,Another Transformers @ Regal Cinemas Waterford Lakes 20 IMAX https://t.co/c7fXHQfHUj,Transformers: The Last Knight (2017)
428531,3074402412,3/1/17,@_chicadebatman. Guess https://t.co/m8JXN0gMd4,The Lego Batman Movie (2017)
427586,28762943,2/28/17,The one negative Toy Story 3 reviewer as well. But he loved Batman Vs Superman lol,The Lego Batman Movie (2017)
429627,3196742670,2/26/17,"<HL|Batman> Sorry,
<HL|Batman> Trick or treeters.
<HL|Batman> I had to hide bodies.",The Lego Batman Movie (2017)
428695,16007867,3/2/17,WE_OUT_CHEA @ LEGOLAND California https://t.co/LZLmR9tAwC,The Lego Batman Movie (2017)
429708,8316372,2/26/17,#batman #DCComics @ Foxy Nails & Spa https://t.co/rLpUkYZgnm,The Lego Batman Movie (2017)
431216,3433373045,2/27/17,Batman and Hush...,The Lego Batman Movie (2017)
